matcher,ntypes,max_len,lambda,wall,cpu,inferences
match_list_nsc,basic,6,1,9.554069995880127,9.421875,89675428
match_list_nsc,basic,6,1,9.287552118301392,9.28125,89675428
match_list_nsc,basic,6,1,9.229748010635376,9.21875,89675428
match_list_nsc,basic,6,1,9.228121042251587,9.21875,89675428
match_list_nsc,basic,5,2,0.37122583389282227,0.296875,2466041
match_list_nsc,basic,5,2,0.2962532043457031,0.296875,2466041
match_list_nsc,basic,5,2,0.3010377883911133,0.296875,2466041
match_list_nsc,basic,5,2,0.35338401794433594,0.3125,2466041
match_list_nsc,basic,5,2,0.2945561408996582,0.265625,2466041
match_list_nsc,basic,6,2,1.1515748500823975,1.140625,11064294
match_list_nsc,basic,6,2,1.1894810199737549,1.1875,11064294
match_list_nsc,basic,6,2,1.1836540699005127,1.171875,11064294
match_list_nsc,basic,6,2,1.1752479076385498,1.171875,11064294
match_list_nsc,basic,6,2,1.1530520915985107,1.15625,11064294
match_list_nsc,basic,7,2,9.974327087402344,9.90625,95822173
match_list_nsc,basic,7,2,9.959045886993408,9.90625,95822173
match_list_nsc,basic,7,2,10.379925012588501,10.3125,95822173
match_list_nsc,basic,7,2,9.987519025802612,9.96875,95822173
match_list_nsc,basic,7,2,10.136732816696167,10.109375,95822173
match_list_nsc,basic,7,3,4.522593021392822,4.53125,39207933
match_list_nsc,basic,7,3,4.42048716545105,4.359375,39207933
match_list_nsc,basic,7,3,4.415549993515015,4.40625,39207933
match_list_nsc,basic,7,3,4.455347061157227,4.390625,39207933
match_list_nsc,basic,7,3,4.399918079376221,4.375,39207933
match_list_nsc,basic,8,3,15.11914587020874,15.109375,138190210
match_list_nsc,basic,8,3,19.251652002334595,18.21875,138190210
match_list_nsc,basic,8,3,15.533322095870972,15.531249999999886,138190210
match_list_nsc,basic,8,3,15.49842095375061,15.484375,138190210
match_list_nsc,basic,8,3,15.083826065063477,15.09375,138190210
match_list_nsc,basic,9,4,62.746806144714355,62.640625,564358942
match_list_nsc,basic,9,4,63.44959306716919,63.359375,564358942
match_list_nsc,basic,9,4,61.679797887802124,61.625,564358942
match_list_nsc,basic,9,4,61.697839975357056,61.65625000000023,564358942
match_list_nsc,basic,9,4,65.72209692001343,63.921875,564358942
